prediction	reference
yp klaatst wel restspardatty	Yt Klaas wolris spagetty?
ha st ne itsikichjers brocht mar ha is buorten libbensgefaar	Hy is nei it sikehús brocht mar hy is bûten libbensgefaar.
wêrom gean is ûn moogik it wurdt hja	Weromgean is ûnmooglik, dat wit hja.
it waard er wutlik dat it feest oan in sjoad regels foardwaan moast	It waard him dúdlik dat it feest oan in soad regels foldwaan moast.
slach hir foar bar de ljachten rjachtsa dêr begjint de stasjon teleane	Slach hjir foarby de ljochten rjochtsôf, dêr begjint de Stasjonsleane.
dit wurd de fjirde in lêste kamrfrije dei fan dit jier d	Dit wurdt de fjirde en lêste tolfrije dei fan dit jier.
hy wie afwe sa ferstannich nei afwes sa heak ap sinten	Hy wie o sa ferstannich mar o sa hjit op sinten.
foant no ta hat de aksje ien en tweintich miljûen oro opbracht	Oant no ta hat de aksje ien en tweintich miljoen euro opbrocht.
de aarntste fan de twaderesersers naam it wet	De âldste fan de twa resjersjeurs naam it wurd.
opfinder praat wer tige nei skuorrich	Ik fyn dat projekt tige nijsgjirrich.
mei aren kraktearre de organisaasje ap snet en peanmakke	Nei ôfrin traktearre de organisaasje op snert en poeiermolke.
der is gjin jilk mear dêr nei út	Der is gjin jild mear en dêrmei út.
hoe fan de neden ha ji no	Hoefolle leden ha jim no?
hy au derivichst mei famke riak yn de fangende jûn neauwens	In alderivichst moai famke ried yn 'e fallende jûn nei hûs.
ek yn en e amarchus wurne wy ticht binne nei te oaestean	Ek yn en om it hús wolle wy ticht by de natoer stean.
yn it noadlieasten fan inderlein is fjogger gryp yk bretsen ap in einen foar krij	Yn it noardeasten fan Ingelân is fûgelgryp útbrutsen op in einefokkerij.
de sjach bret oer baad aknarfleks	Besjoch 'Breaking Bad' op Netflix.
trocht de min nachtrêst kinne wy oanhandich werje in gean mi gean ei gaan	Troch te min nachtrêst kinne wy ûnhandich wurde en domme dingen dwaan.
de plysje hat de ôfrûne wyke en fjirtjin foardat sepoarteirsoanhouden foar wan geraach	De plysje hat de ôfrûne wike fjirtjin fuotbalsupporters oanholden foar wangedrach.
it brifke waard op de woansdeiternein yn e breagebusse fan it plisebura smiten	It briefke waard op in woansdeitemoarn yn de brievebus fan it plysjeburo smiten.
men hie it dekracht at noder hol sa nei byen nei	Men hie it bedrach dat nedich wie samar byinoar.
haw wi dit tsjekcer	Wat betsjut dat?
ik moat te oande afstaan nei tichstant te kimming	Ik moat dy lange ôfstân mar troch sjen te kommen.
wy sliepen nei fiif ûn de kuorle	Wy sieten mei ús fiven yn de keamer.
foarakts natte pizza mar din fals moast wal fjoren	Vera snijt de pizza mei in fleismes yn fjouweren.
mans et de hús der open	Moarn sil ik te hynsteriden.
mochit wol lik harre warre war logge sjk nacht fêst	Maart wie in kâlde moanne mei noch in soad nachtfroast.
fan woangei euan wer hús ar hús kai it fatten ferskat	Fan moandei ôf wurde hûs oan hûs pamfletten ferspraat.
wy wracht shje úderein mar ke attere moast ek rappe	In wrak tsjil yn 'e wein makket altyd it measte gerattel.
oi reden fan kavers list dat emerk adrast net sekker	Om reden fan privacy is it e-mailadres net sichtber.
far begjin bestan	Fan begjin besjen.
bel en harren arren moatte tefterdy hûs hard wurdten	Bern en harren âlden moatte tichteby hús holpen wurde kinne.
wachtdi waard bekend foar it sikeler fan iepenis	Woansdei waard bekend dat it sikehûs wer iepen is.
wy sieten hjir oare minsk onde de bestjoerder yn de ankou	Der sieten gjin oare minsken by de bestjoerder yn de auto.
arsoar je dis saroe	Arsearje dizze rige.
men kinne i holch spall arnojespelle mar it lakt god	Men kin wol heech springe en leech springe, mar it jout neat.
plak an tiip binne it sare ast de earste jûns	Plak en tiid binne itselde as de earste jûns.
meitsje dak arjaatover	Meitsje dat Arial tolve.
sau ûns in toekald telleskaseste oer ha de sachtacht dop	Sy is in kwike kleastersuster dy't nei de sechstich giet.
de spanjalder toeh al snein oer in wike in miil pas harnoff	De Spanjaarden kieze snein oer in wike in nij parlemint.
kene woar in skalk is dyt dy towizen akies dêrfan is tritich jarren	In horoskoop bestiet út tolve huzen, elk hûs dêrfan is tritich graden.
dizze afkraad weegerde	Dizze ôfspraak wegerje.
wy woledy nachtdeartu oer er de stildeste graasan fierder	Wy wolle noch hieltyd yn de besteande situaasje fierder.
ik dermi of dei ynkommem is ak skilge op filan mei it heechstko yn mediwaain	It gemiddelde ynkommen is op Skylge op Flylân nei it heechste yn Nederlân.
mik allinnike feinigeid fan de plyssemunsku herdkefaat ik gam boach as at	Net allinnich de feilichheid fan de polysjeminsken rint gefaar, dy fan boargers ek.
de minsken dy bappe de kappas barchbernje moasten tiik harren aparte numf op	De minsken dy't boppe de tapasbar wenje, moasten tydlik harren appartemint út.
wan makke hurde afskaten oer makke wer der neit eiterjekalten	Dêr moatte hurde ôfspraken oer makke wurde mei de autoriteiten.
gean mei de fidio fan hjoed	Gean nei de fideo fan hjoed.
jaans en bernanne germ hawwe der keamsfoer krigen as skilders en wichters	Jehannes en benammen Germ hawwe bekendheid krigen as skilders en dichters.
it feest gong oant ûngefear heaweitwan troch	It feest gong oant ûngefear healwei twaen troch.
sil jedyk dy noaitewoar ien  d d d d	Soe dat de muoite wol leanje?
it par ferloerfeansilwerkh hat der in oarenoar	It personiel fan tsjintwurdich hat gjin manieren mear.
tongerl is in gelêesberhieeid on der doarpen oan te pakke	Doel is om de leefberheid yn de doarpen oan te pakken.
dat famke hat in lyts wruorke krigen	Dat famke hat in lyts bruorke krigen.
de sear is no it este wyn hâld dit lang oin	De swiere noardwestewyn hold lang oan.
ik haw alles ares gear nei makke	Ik haw alles al ris in kear meimakke.
best so er by it wetterlierendbedriuw oangefear sân fyftich foar betarije moatte	Dêr soed er by it wetterliedingbedriuw ûngefear sân fyftich foar betelje moatte.
stjo er awbet en hoetsebwerjocht	Stjoer Albert in WhatsApp-berjocht.
as de minsken dar it hûs út stappe steaan se al op de dyk	As de minsken dêr it hûs út stappe, stean se al op de dyk.
hat it aarch ne tsjacht wyr welskt it hakken op	Wat it each net sjocht, beweecht it hart net.
wy sagen yn in lege romte fan dikernacht fiif by fiif	Wy seagen yn in lege rûmte fan likernôch fiif by fiif.
docht de barters fwak dwaan	Kinst it better sa dwaan.
airûne wike is sy berfanle fan in moaije dachter	Ofrûne wike is se befallen fan in moaie dochter.
be redoarongspatalen hawwe feadlik annimbeslyk nommen d	De regearingspartijen hawwe feitlik al in beslút nommen.
de ynwenners fan it doarp binne drok graande mei de tarierdings foar it iepen loftspektaken	De ynwenners fan it doarp binne drok dwaande mei de tariedings foar it iepenloftspektakel.
wap flin rit moat	Dat fyn ik net.
frysaan hat mei it ryk ôfsprake makke oert de wynmanekappasitait	Fryslân hat mei it ryk ôfspraken makke oer de wynmûnekapasiteit.
it skipt fer gant mei moan en moans	It skip fergong mei man en mûs.
alle personernefleden binne ar in koar bown nei ruppen om oei de ûntjouwingeng te praten	Alle personielsleden binne al in kear byinoar roppen om oer de ûntjouwingen te praten.
de lêste dagen hawwe in swarde spartsjeskes ar oerfene op it wetstrildwetter	De lêste dagen hawwe in soad sportfiskers al oefene op it wedstriidwetter.
mei it boon der wer sa fraach stelle	Mei ik dy in gewissefraach stelle?
foar de feiligers breikt de ljadder fan de grûne aap bûtten de ryk	Foar de feiligens bliuwt de ljedder fan 'e grûn ôf bûten berik.
sprakeworde dart aldegeis dert tinerdeis holden wit is altyd ferbopt	It sprekoere, dat alle tongersdeitemiddeis holden wurdt, is altyd folboekt.
tengesdenam pratol dachter argewaasje fan klaulst	Tûzen om trettjin datst der argewaasje fan krijst.
dy loaruner kriegen in foarstakken te sen oer pasten	De learlingen krigen in foarstelling te sjen oer pesten.
de stjoertr wrdt by gelaads troch hûnsteplysje en foarôfgien troch in wike iepen auitou	De stoet wurdt begelaat troch hynsteplysje en foarôfgien troch in wite iepen auto.
dat wurdt net koart te lang at hy wurtnoer wast hat	Ik wit net krekt hoelang at hy widner west hat.
by it ûngelok binne gjin passezearsje ankommen	By it ûngelok binne gjin passazjiers omkommen.
en nein fan no jierren is appetapint fan syn kinnen	In man fan myn jierren is op it toppunt fan syn kinnen.
aast de sneinstsjinsten wurdt it tsjerke wrukt fan allegei keuiterelle aktiviteiten	Neist de sneinstsjinsten wurdt de tsjerke brûkt foar alderlei kulturele aktiviteiten.
de prlisje kaam dermoan op it spoair file anoanimei tops	De plysje kaam de man op it spoar fia anonime tips.
wyhawe sagen dar et in hul lytf mar mei misellum	Wy beseagen dêr ek in heel lyts mar moai museum
syn haave en bragen koanne don spretten lalle	Syn hâlden en dragen kin gjin sprekken lije.
hyk fyn it ien fan it gres te beswieren hh	Dat fyn ik ien fan de grutste beswieren.
alle bagen saaher wan inoar en lite oer en after glêss	Alle dagen seagen wy inoar in lyts oere, efter glês.
wy moatedet deager net farter meitje eft dart e rols	Men moat de duvel net swarter meitsje as dat er is.
by ponkte it net want wer binne in it wulkemnet iepen	Dat tink ik net, want se binne yn it wykein net iepen.
ha skruttelik fatearrefenein ús te hannen falle	Fan skrik lit se har de telefoan út 'e hannen falle.
foar it oarstl if ik my net saghe am mei dus te sliepen	Foar it earst is it my net slagge om middeis te sliepen.
wy hat dy lêste wet frydwaan	Wa hat de lêste wedstriid wûn?
hy woe in neiwurke fan it earst tabygjien	Hy wie in meiwurker fan it earste begjin.
it giet net om in knurket mar om it spyl	It giet net om 'e knikkerts mar om it spul.
ik ha ri safoarre	Ik ha reservearre.
neffens de ûinderstikers binne derdun reslernarier skjiellen oantraffen	Neffens de ûndersikers binne der gjin regionale ferskillen oantroffen.
de kasten woene behalge an de ynkamsten i te leeche	De kosten wiene te heech en de ynkomsten te leech.
ofrûnesneitemiddel hat in gret part fan it doarp en skoftlam sjoen de skraam setten	Ofrûne sneontemiddei hat in grut part fan it doarp in skoftlang sûnder stroom sitten.
de polysje waad graach in kontakt kanne nei de minsken  w	De polysje wol graach yn kontakt komme mei dy minsken.
ik ha dis fiif kearbikemeter wetter foar ien duoertsje	Ik ha dus fiif kubike meter wetter foar ien dûbeltsje.
stelle larm yn om fjouwere oare	Stel alarm yn om fjouwer oere.
wêrom	Werom.
ik bin ûnberwaas nei it spasjon	Ik bin ûnderweis nei it stasjon.
it hie him yn e rakken	Ik hie him yn de rekken.
wy hawwe noch nûlten or foar in techker dowar snâan litten	Wy hawwe noch nea ien foar in tichte doar stean litten.
de fertachte wol lakger op de dei rorje hâne mei it slachtoffer	De fertochte hie earder op de dei rûzje hân mei it slachtoffer.
hicfe ik hji no allebeide wersjoch	Dat ik jim no allebeide wer sjoch!
by in oanrieden as moamsdetemoarn in fraaikslim fiver nei ratte	By in oanriding is moandeitemoarn in frou slim ferwûne rekke.
de nodaanske foan litofsoenen no doar hawwe it san it drak mai howet helden	De Nederlânske politisy en media hawwe it der mar drok mei op 't heden.
wy hase e rûn fuort bysjoners en de han giear foar in oan	De hazze rûn fuort by ús hús en de hûn gie efter him oan.
de kâans is lyts kart ik jild noch wer oankant	De kâns is lyts dat it jild noch werom komt.
it ûnsuldant waard trachefer spate fertachten hot ik tjoan de polysjebas trape	By it ynsidint waard troch ferskate fertochten ek tsjin de polysjebus trape.
ast wy nowi net ûnderoepe dan raadsewari pat acht yan de swerrichheden	As wy no net yngripe, dan reitsje wy pas echt yn 'e swierrichheden.
as it freast wurt op de filld oersaktiv vertaald nihoudet lûkaas lange in koartebra waard oerbrouwen	As it friest wurde op de feart iisaktiviteiten holden lykas lange- en koartebaanriderijen.
i moat te jan in fotografen ferskynde an bartemannom foar de ivihheid felspellizzen	In bataljon oan fotografen ferskynde om dat momint foar de ivichheid fêst te lizzen.
syn freondinne is in pleanman it in lún mei swoande draren oinset	Syn freondinne is in pear minuten lyn mei slaande doarren ôfset.
wyr riede jankes dan bussen en it pebluke moat nei it doarp ta rinne w	Der ride jûns gjin bussen en it publyk moat nei it doarp ta rinne.
alle fetten wurde oanboarn ip basis fan debouwerinte f	Alle offerten wurde oanbean op basis fan deirinte.
holgeande bargen bappe de staad wetter by grofen  ddd	Heech yn de bergen boppe de stêd wurdt er begroeven.
it meitsje foar fjierbere plannen kin wyr oant noan ta wachtsje	It meitsjen fan fierdere plannen kin wol oant moarn ta wachtsje.
wat is jo namme	Wat is jo namme?
de geane noch fraudoard yn de lêste oaren minút	Der wiene noch trije goals yn de lêste oardel minút.
graach sat ik my neatyf yn foar de provinsje	Graach set ik my no aktyf yn foar de provinsje.
de plutster kine har foarrin de wiken snankernôiken mading fan lûdsoarnaast	De plysje krige ferline wike sneintemoarn in melding fan lûdsoerlêst.
it fon der net foar aardich	Ik fyn dat net sa aardich.
ast arksen acepaatse fan je hat binne ane stoat ûnt slan	As elk syn eigen paadsje faget, binne alle strjitten skjin.
wanst pard braacht	Lês tekstberjocht.
fa kom ier nek de sitraasje op nau te sjoen	Takom jier wurdt de sitewaasje opnij besjoen.
it ûn hast natte draam om de fomkens te fangen dy t bûten limme	It is hast net te dwaan om de fûgels te fangen dy't bûten binne.
de begrins matte watt bop net sander naske fan in pam oan in berlonsta	De bedriuwsmakelder wurdt net senuweftich fan de tanimmende leechstân.
yn firskligaansjeriswidik saget en far wek net fisk fan de waansel yn de isona komme kin	De fiskmigraasjerivier soarget derfoar dat fisk fan de Waadsee yn de Iselmar komme kin.
wy beoarren dyt oerdieli wer grekt ûndernimmers	De boeren dy't oerbliuwe, wurde grutte ûndernimmers.
ginsto ny efkes nei hús huha	Bringsto my efkes nei hús, Hugo?
trank i hauls rut san nai gerryn strjút de moaarnsdlachte sliepkeameryn	Troch it hege rút sonder gerdinen strykt it moarnsljocht de sliepkeamer yn.
ik wrint at it harlak mei hat sûlzen	It rint as it spoar moat ik sizze.
haam mei i ek net oen sach	Douwe wurket yn 'e soarch.
de kouter wuortelt meitavarske kradetten en op i spelsoandet patepaad woene har besanderei dei lachten	De keuken wurket mei deifarske produkten en op 'e spesjaliteitekaart fine jo bysûndere gerjochten.
wy kinneste sa rier taffersja hawne op ik te kertyd aanst nekken fhan fjarwek	De plysje sil mear tafersjoch hâlde op it te betiid ôfstekken fan fjurwurk.
ik ljaste oer se ûnderde mak grûp ik in lrut opgie	It leafst soe se ûnder de bank krûpe of yn reek opgean.
dat is no i doar fan my alles	Wat is no it doel fan dit alles?
ik is din wan om ek ke harten	It is hjir wol om út te hâlden.
arkmonske hat syn swarte kampen oan syn fatum	Elk minske hat syn swakke kanten en syn fouten.
sjurt bywalle	Klik Bewarje.
hy hat de ôrûne nacht werke en besit et no an te sliepen	Hy hat de ôfrûne nacht wurke en besiket no om te sliepen.
hoe lekke jik myn nakken ein	Hoe let giet myn wekker moarn?
hjy ha it in grotte foarhaut kraat yn hoe achter i dramman	Hy hat in grutte frijheidsgraad yn hoe oft er it dwaan wol.
oep in kop lakens wa e rine	Ik bin oplaat as ballerina.
ik fan winnis yn dizarûge delle	De formules yn dizze rige werjaan.
last at t ûnderwacht wone fan it sidehus	Hja sitte yn 'e wachtkeamer fan it sikehús.
ha meige te jûns na it oerpen hos waarden war daan	De moandeitejûns nei it iepen hûs waarden wy belle.
kik ferfange troch	Klik Ferfange troch.
ik bin verlokkich nei de frenskip fan diwan	Ik bin sa lokkich mei de freonskip fan dy man.
pak woe opto maatsje mei de sensjale klasse fan mei trosliken	Dat hie ek te meitsjen mei de sosjale klasse fan de kristenen.
wy moarden san krattonalen fliuwen	Wy mailden sakrekt nei in freondin.
bar ras net nei dy mor	Der is neat gjin wyn mear.
hjakoe ha dy goed ian koarte danen baan	Hja koe har dy tiid noch goed tebinnenbringe.
berne ne wer iene nen ferjadtoar	Dêr binne de mieningen ferdield oer.
hy hat ha wyn mer guoed eln nerjen sonder grêp	Hy hat de wyn der goed ûnder yn syn bedriuw.
dat likt is det longer en hoe foer nachtfan darns amatoar	Doe't ik thús bêdlegerich wie, stie er nachts en deis foar my klear.
hy waard de haafbracht of tedate dûet sin waige wanzer makken hoede	Hy waard te hôf brocht op de dei dy't syn troudei wêze moatten hie.
hy had fierster fan le oan de holle op it stat	Hy hat fierste folle oan de holle op it stuit.
pas oe de karmaten om smoarn se ûn flagwering	Waskje de tomaten en snij se yn fjouweren.
ik ha anmelerde wage man en ain bolstrân	Ik ha al myn libbensdagen nimmen in brief skreaun.
it wit mar hoer de gjane har annam	Ik wit net hoe't ik hjir mei oan moat.
it sikehus kinit nattrach yn dr beslân efarm mar wat ons noch rinlada	It sikehûs kin net troch yn de besteande foarm want dat is net rendabel.
hy hat twaige daktek magereas in toddoar foar it fortlacken	Hy hat soarge dat it nochris in kear goed foar it fuotljocht kaam.
wy baarde masder hat op at in branengatoars foar re praat te setten	De boargemaster ropt op om in brânende kears foar it raam te setten.
dy ridt te last in horbe wandikwerden fan oareizen	Dy rekreaasje is heel belangryk wurden foar Ealahuzen.
hjow dine in aardiche apilsken	Jo binne aardich op de hichte.
ik tast noch ûten noci opnaekartje foar ryn ha	De tas mei iten moat ek mar in plakje foaryn ha.
ien far me moarn foarta den fryskte weskes kilst tsja de harvina	Ien fan de meast bekende Fryske dichters is Tsjêbbe Hettinga.
sakke rolderaasjes komme in lont flokge mar	Sokke redenaasjes komme wy net fierder mei.
fangem man hat men net oan	Sa'n man, dêr hat men wat oan.
has ik ne ljachtit dach sjach ik at it an ore kaamnels	At ik it ljocht útdoch, sjoch ik dat it al oer twaen is.
tafoegje oan bysanmins	Tafoegje oan besjenlist.
moan de kamp fan e waad fiegen twanta lyntsjes ancfder er wachtje	Oan 'e kant fan 'e wei sieten twa knyntsjes en in stikelbarchje.
moank ik wol hiem goed	Ja, it gong heel goed.
dy favilantejoges yn augeste sbangewe ektesjoan sanen draul herde der frett on	Dy saterdeitejûns yn augustus dangele er tsjin sânen de lege winkelstrjitte yn.
de gwilwe haw i jachtkreaft foar acht oan it fynsktalor	De gemeente hat it jachtrjocht ferkocht oan it Fryske Gea.
de aganisaasje hawge in soarrik af wuorren in stirt as antmaken fan har degers	De organisaasje organisearret alle jierren in stik as wat moetings fan frijwilligers.
hait somsen ha in faam fan e part fan him artehane	Helptsjinsten ha in frou fan it dak fan in auto helle.
mei y kamme tazze tastan far in plaar bûten spaard er wer bei	Nei in komateuze tastân fan in pear wiken is pake wer by.
toen nei doanstorpens	Gean nei belskiednis.
mens oendet moaanskbonnen kan ne woaarns min op de gank en bonme behannigen	Minsken dy't moarnsk binne, komme moarns min op gong en binne gau rekke.
jo kinne flamme en tweintich oer oarn trochtde i teneidelder sûnder tate tebingen	Jo kinne fjouwerentweintich oere lang troch de tunnel ride sûnder tol te beteljen.
de bagen duorjen wer ein hidoe in dyk fyrslakke	De dagen duorjende rein hie de dyk fersloppe.
hakwet woen nei hinner om nei moanted	Elk petear mei him rûn op neat út.
ik hoen in barrem ei	It hie net barre meien.
us amke hat in felde harenwrci	Us omke hat in feehâlderij.
heit hat hyp oantappe dat de non har lúits jonger woe	Heit hat dy beam plante doe't er noch in lytse jonge wie.
de bjankreman moalt ghar oman on fahal	De donkere moannen binne lang om let foarby.
yn wergen ist mar allen de dachfan in hûnder noar sanlele	Yn Burgum is nei alle gedachten in hynder mishannele.
hj ha in borre an tjepman nas ant dan it ten wauhûs	Hy hat boer en keapman west en wennet yn Blauhûs.
amme mane wo i notte	Alle manlju binne wekker.
it moatst op hallst oan elles om hanren minne	Ik moast it heft yn eigen hannen nimme.
san lad wa e iden san bysman of foar din hamtolto oander aksje dyekr ein de gannes	Sy heart by de inisjatyfnimmers fan in hantekeninge-aksje dy't oan de gong is.
sonder toale talefoanost ber olte hars an ar fagen hawwe	Selektearje 'telefoanysk berikke as jo noch fragen hawwe'.
dan moatte jo i det prafdyke om spet han	Dan moatte jo in bepaald útgongspunt ha.
ambitúd moatst der in djiwei happe kinne	Al dy tiid moast er in djoere help betelje.
ingesurich bartstder in frachtwaasje foar op in panrren fan rúnsafersnan	By Surch botste in frachtweinsjauffeur op in karre fan Rykswettersteat.
hy made de hurde spak on in botter en san masspen	Hy mijt de hurde spot en it bittere sarkasme.
de situwaasjes woargen foar in saik om graanst	De situaasje soarget foar in soad ûnrêst.
ik hie jo noch fergetten dat sa besliet komme sjoe	Ik hie hielendal fergetten dat se op besite komme soe.
it ha we hânpad ber letten san twanit ynde graap ophange	Ik ha de oanplakbiljetten sakrekt yn it doarp ophongen.
we fine noch in heal dichkepet	We fine dat in heel wichtich punt.
de nederlarns ken not in saltatlanit ynternasjonaal op in tige gowaringum	De Nederlânske wettersektor leit ynternasjonaal op in tige goede namme.
net fa blikant op pa dier	Dat falt my kâld op 'e lea.
ik ha eigentlik antyd aln spak gyn	Ik ha eigentlik altyd oan sport dien.
imman date jongsanale iepen hus moaarden mar waan	De moandeitejûns nei it iepen hús waarden wy belle.
hyha noh noc wol ans ander kinne skoawerden akren	Wy binne der net sûnder kleanskuorren ôfkaam.
yn masipaaso wie in wankskoft ferhal de friwen fan groepen mairi dúdlik om stranne grops danen	Emansipaasje wie in lang skoft foaral befrijing fan groepen mei dúdlik omskreaune groepsbelangen.
gien en man nei it âlde wekken kaam i alja oen on de mai	Geandewei by it âlder wurden komme der allegear eleminten by.
earsterjûn waardende besielen tsjin de ferdoelen far de ynternasjonale terneaie aldjous	Justerjûn waarden de beswieren tsjin de ferdieling fan de ynternasjonale toernoaien ôfwiisd.
ek in buotten fan it slaadtsje soarge foar han sakere laksjef	De ûntdekking fan it skaaltsje soarge foar in soad reaksjes.
ik sel it my oan	It soalt my neat.
it lit op moatten bliuw skien tant ik moat al war at watte sioe	It liket my ûnwierskynlik dat it net earder bard wêze soe.
arûnesakerleik waard er gernans fan oprande ap te hâne mooatten	Ofrûne saterdei waard er de bêste Nederlanner op de heale maraton.
goe a jou pake nein santa	Goeie, jo prate mei Femke.
ik moat moatt om in aarn hal dat noh dûns letter mar fer hilihelf	Ik wol net yn in lân wenje dêr't men jins libben net feilich is.
it lat de baskepark moar as twaven dert sil dek gen nachtfinkers	It Ljouwerter Bosk telt mear as twa hûndert soarten nachtflinters.
sy hat it net autod ûnternakke mar har apstal len maart	Se hat it net altyd like maklik mei har opfleanende aard.
hoe kins sa te mist na enne	Hokker sop bestelle jimme?
hywe woe eins oar dernlanwerwannen	Hy hie eins archeolooch wurde wollen.
hier waaid grets depart fan in oansklu na e borten deit sinkrum	Fierwei it grutste part fan 'e minsken wenne bûten it sintrum.
orloha	Belje har.
hoe latte sje ei ne marn jûns ipe kinne	Hoe let soenen wy jûns ite kinne?
nom t hir amme samer net ainsk witer	Men kin alles samar net weismite.
de polûsel hat fan slaperlampen in bedriuwin trachsacht	De plysje hat ferskate wenten en bedriuwen trochsocht.
fan satt foar de hûn	Pas op foar de hûn.
wy binne in hiel salakker fallen fan erûzje steskedoarje	Der binne in hiel soad gefallen fan rûzjes tusken buorlju.
dan doet my gjin njachtop	No giet my in ljocht op.
hy hmame far keri ander ôfen ûan se hanstel ons moait ek ke slikken	In mooglike nije reorganisaasje is net út te sluten.
de aksjes ha do bame oer ek traffe lat mar der noars ferkage oms dart dom bede aan slappen	De aksjes fan de bouboeren treffe Ljouwert want de measte tagongsdiken binne ôfsletten.
hjarren finem diere al does fak nûmmer ien	Hearrenfean wie by dy start nûmer ien.
unnûnsken haedy ferfanmen werne in plecstich mei opkrat	Dy minsken ha dy ferfallen wenningen prachtich moai opknapt.
dy moat prat obei de faarm fan it aansterken fan fjorwerk	Der waard praat oer de gefaren fan it ôfstekken fan fjoerwurk.
wy bersoaren dat ont om hoen net fo mei meimes ein	Wy beseagen dêr ek in hiel lyts mar moai museum
ha no arn noar de gûspekapels	Wannear libbe Gysbert Japiks?
wiene jo net op skaap	Wie ik doe net op skoalle?
iwa kommedam kinst de meitsjeal raasten toardenfan	Giele koweblomkes, dêr meitsje ik aanst in ketting fan.
bin le dor nat dat meil nomme	Meie wy dit meinimme?
wy wol lt in fanrslak spratte muose had kom wer bante oar te rankem	It is in fanselssprekkende saak dat der wetter út de kraan komt.
hja mawke kiedpinten dêrwein soad appersdoaryen ne op lassen	We moatte knyppunten dêr't in soad otters deariden wurde, oplosse.
maik begûn aggenlydte winkeltsen is ek gruit ta ien fanin gretste sipkermoatten	Wat begûn as in lyts winkeltsje is útgroeid ta ien fan de grutste supermerken.
fakedlitterjon os wer notererder om it lodden kaamt mai in ûngelop on sûnder plak	Saterdeitejûn is in motorrider om it libben kaam by in ûngelok yn syn wenplak.
moat it nar it sitehôas	Moat ik nei it sikehûs?
de kastei fan it wraamstiuwerren binne fan rotten fan e bodslap	De kosten fan it weromstjoeren binne foar rekken fan de webshop.
fan wat om yn te af giene wy it bestjoer fan de harmony	Fan dat momint ôf wiene wy it bestjoer fan de harmony.
ik kongeder fuort oan e grankaal nei akmedra	Ik kin gjin foet oan 'e grûn krije by dat bedriuw.
ik kost him doa de nahels	De kosten binne net heech.
pylgepank foan in oanlum	Tige tank foar it beljen.
it so r eltlichik iten foar him as er noders fole haww	Ik sied altyd it iten foar him as er middeistsjinst hat.
hja sille jor doan i âldewachsk niitk an edat om bekriwje	Jo sille jo dêr nei alle gedachten net al te bot om bekroadzje.
ha de nachts woartsend dremen waard en pûnen op anske eslachsus	Hettinga's fersen driuwe fakentiden op assosjaasjes.
jo kinne der fangers úut de part op sûen	Jo kinne de saus ek apart optsjinje.
ik is mei hartyn der wed of pakemein soar ik de hien of faat mocht mar ris oanknachtet	It is nochal yngewikkeld, dat wy sille de hiele saak noch mar ris wjerkôgje.
de amwadsin soatsons foar oc in ûndersyk ûn mei de panwacht fan it ûnlak	De arbeidsynspeksje stelt in ûndersyk yn nei de tadracht fan it ûngelok.
as de rap pupaat boarh omt noch honih foar oant sas stan gusken	As er op 'en paad giet, is dat meastal yn tsjustere nachten.
it bin tige slearder foarnich en foecn hin woar afstan de prândeners	Ik bin tige sfeargefoelich en fiel hiel gau oft der wat te rêden is.
hjakken fan de oarekantes fan hawwe út sûnder ekekorp loandichheid moaral de lonf en prafesjonaliskeu	Hja ûntfongen earetekens foar harren útsûnderlike koelbloedichheid, morele moed en profesjonalisme.
wy hawwe in hûs maad watter hold	Wy hawwe in hûs by it wetter hierd.
plan ha dec wan faat oan offan	Dêr ha we wol faker lêst fan.
ik toch in aarme oen hen falk wanze	It kin net alle dagen feest wêze.
nogis koant stipje de ankelstmoande as holgen	Lege skuon stypje de ankels minder as hege.
hat dols wor oan de macht fan nigen drûnen bak	Wat is der yn 'e nacht fan de ferdwining bard?
be punta hande dol der wolt fergruppe moatte mine se nar in pertae	De tinte en de dingen dy't se brûke moatte, lizze wer op de karre.
de hâne waard oande pakken praal mar dan in not oerde maal	De hiele wrâld kin de pokken krije, mei dy en Micky derby.
dy ha noh wat fan saan op de boppe	Dy hellet it fan sân meter djipte.
ik sil grlaach dynformaatsje oar de stân hanne noar	Ik soe graach ynformaasje oer de stêd hawwe wolle.
mei apen fan k lat hie der har oan	De apel falt net fier fan 'e beam.
ien pratte foan de befauking in fan hûs en heare ferdringen	Ien tredde fan de befolking is fan hûs en hear ferdreaun.
in stoanremint sil mak me efkes oanhâlde	De stoarmwyn sil noch wol efkes oanhâlde.
derm jes sa der ein de buoard tus	Belje Sandra de Boer thús.
de wekbalke teken je wer jaan	De wurkbalke Tekenje werjaan.
haw dye foarst de arbeude barder boei	Hy wie fêste arbeider by de boer.
ik wunskiel jonge in hielen soad starte en ik ferlies ken ferwerkje	Ik winskje jimme in heel soad sterkte om it ferlies te ferwurkjen.
earst wurd de insflie foar it stadioaan oanpakt en der nije bûtenrin oanneine	Earst wurdt de iisflier fan it stadion oanpakt en de nije bûtenring oanlein.
ik koe de holle mar in krart stutsje nei ljochts bewegen	Ik koe de holle mar in koart stikje nei lofts bewege.
ik worgarje moat mar sjan	Ik wol dy hjir net wer sjen!
ik seach burt oer in trwadde dein bertte in rafige boppeswelfte	Ik seach út oer in toarre delling dêr't in rôffûgel boppe sweefde.
