prediction	reference
sa toa in loft as deoaûnderd olwenpust finde in gehannlik oanbarde	Sy krige in leafdesgedicht yn 'e brievebus fan in geheime oanbidder.
by wel di skine oante twajejonge warns beswier omit deldrie	Bewenners kinne oant twa jannewaris beswier oantekenje.
it eilûn moait neffens omnder sikers af fan de iere mi ts oen ôfin berginde west hawwe	It eilân moat neffens ûndersikers al fan de iere midsiuwen ôf bewenne west hawwe.
beskoakkelje dizze enga	Beskoattelje dizze rige.
wy not oan de perfoardeôfvesterkacht op skjinskâljuwe hearde	By need kin in part fan de Alvestêdetocht op skeelers ôflein wurde.
ik goed bewûn as de harte fan it werk	In goed begjin is de helte fan it wurk.
sy hat dyn lobben parân	Sy hat gjin libben by dy man.
de fierdere dei mott itse na mei rêst	De fierdere dei lieten se my mei rêst.
do bist net ichs noit achkenam	Do bist net iens myn echte mem!
it simbad hat fyn in sonde tekatpen troch de hulge rderdelkaster in numert afertor	It swimbad hat finansjele tekoarten troch de hegere enerzjykosten en mindere kaartferkeap.
it komt my feek dat der noet op de wûgel spat	It komt my foar dat er net de wierheid sprekt.
it is achterkativen dernei skilet	It is oft de duvel dermei spilet.
op ûnfrachsj	Op oanfraach.
wmy sieken krije jûmen oer it oertoven te buorrjen	Wy sieten trije jûnen oant oer tolven te buorreljen.
gewins an hynje besjoeine listik net werd rine	Aansten hingje de sjoernalisten wer oan 'e line.
ik haw wat de yndruk bappe by de eiren oper oanslacht	Ik ha wol de yndruk dat dat by de âlden ek wol oanslacht.
de skoerpnirs fan de yntegraasje fan europa is in proses fan lytse spapkes	De skiednis fan de yntegraasje fan Europa is in proses fan lytse stapkes.
it ljouwer dat er dar krekt sawer tinkt	Ik leau dat er der krekt sa oer tinkt.
hy kien sa de foargrit de omstatting fan fert oan it licham yn likeazje	Kortisol befoarderet de omsetting fan fet yn it lichem yn glukoaze.
tsjin wynspylen kandiën	Tsjin wa spilet Cambuur?
woer komme jo er gan idee	Hoe komme jo op dat idee?
iemim kfeastjoere	E-mail ferstjoere.
wy haw wy i heagele út hekken dat jirdysk sit	Wy hawwe in regeling útwurke dy't juridysk slút.
hawwje im der wol swoar in lette boereter fande kelpskameind sloeps  w	Hy wie ûnderwizer en letter direkteur fan de kweekskoalle yn Snits.
sjog in sankje	Sjong in sankje.
we loargein lekar de baan wy achttich njoggen	Dy lju ha in hiele keppel bern, wol acht of njoggen.
dot ha de parfaans oan toarnamich ruie wol le foar op aanstende nachtwet swaan	Ik haw dy passaazje in kearmannich lêzen en sil it aanstens noch ris dwaan.
ik ha fan kakken dyt meibinnen ienwen ein stuoermols moatdrage	Ik hâld fan plakken dy't moai binne en iuwen oan skiednis meidrage.
wa roaden wydeinslju doart in oarden belertsje jaant	Hja rieden oer de Ofslútdyk en ieten in broadsje yn Harns.
it sjoerwirk binne alle gedachten drliuwin foar de han op	It fjoerwurk wie nei alle gedachten bedoeld foar de hannel.
ik krige in sak yn bestie te baarn	Ik krij wat sop en in stikje bôle.
karbierborgels deins soe er libbe jier dachts urstyk drageiker muitjer	In pear buorrels deis soe it libben hjir dochs in stik draachliker meitsje.
kompjûte is werder faak fer liken e met minskedamy	Kompjûters wurde faak ferlike mei it minsklik brein.
ik ha it yn probeemumy	Ik ha der gjin probleem mei.
sy hawwle alt foar goed de ferjachting oa de hûslneng	Soargje ek foar goede ferljochting om 'e hûs hinne.
dit biedes far duone maastich yn it noard en binne nochlieltyd speilêst	De dieders ferdwûnen hastich yn it neat en binne noch hieltyd spoarleas.
dym hat in soad oarisjyn yn de idee	Geart hat in soad orizjinele ideeën.
yn der foarrige jn wie dat ger der rûndekoan foarsaen	Yn de foarrige iuw wie dat de gewoane gong fan saken.
it krapers foar albe klim ferwegerikeweje de sneis nat	It doarp is foaral bekend fanwege de kleurrike sneinsmerk.
foar dy t ieren hier it tuzen en in tuzen ljerren ein nien	Sa gie it jier yn jier út, tûzenen en tûzenen jierren oanien.
ferlinne winke woansdeitenachtkaart ynbretsen yn it musemdepou	Ferline wike woansdeitenacht waard ynbrutsen yn it museumdepot.
hoy it is mei joang	Hoi, it is mei Jelmer.
binnellestedskest grie k at ien winnicht	De nije stedsbus rydt oant iene oere nachts.
it ryn moartsje oer in bien oere foan demiddei omgean werde oander geizeryk	It rapport soe om ien oere fan 'e middei oanbean wurde oan de presidint.
ik moat de alevein mei naitonte	Ik moat der even oer neitinke.
dy koarklepen moast ik mer in minst sjonge	Dy koarknapen moasten by de mis sjonge.
wy hare nol ierder út eftermest foan it folsleine werk fan jampiks w	Der hawwe al earder útjeften west fan it folsleine wurk fan Japicx.
wat is dat te raden	Wat is der te rêden?
elken fuort miskiede er gastich eving oam de raad eimen	Eb en floed beskiede it deistich libben op de Waadeilannen.
hy wis is efkendy yn dat sûnder it foan in	By ús is elkenien gek, sûnder útsûndering.
men moat nea te werre it letter om de hankaarstich te treine	Men moat nea te beroerd wêze om in hantaast te dwaan.
yn in partyk fet hat sneiterdoer owe de oerapsars in sirlindselint ester	Yn in portykflat hat sneintemoarn om in oere of seis in sjitynsidint west.
sy midten as inderdear foar harren ophidun i ras om te wiene nonenska see	Sy makken as ûnderdiel fan harren oplieding in reis om de Middellânske See.
wyr ist die wek oft de givel kine hir in gat jyn fine	Der is gjin wet of de duvel kin der in gat yn fine.
yn twaddechtectûed kril ir pietûzen pirsers ar meljen er foarm út rekke	Yn twa wiken tiid krije in pear tûzen plysjes it nije unifoarm útrikt.
de hûst is neiderlichts om torre oan yn djis kracft ant snietimers gjian wei soenen tsoenen oer	Begûnst sneintenachts om tolve oere en giest troch oant sneontejûns healwei sânen, sân oere.
ik is git kad kuorke fan de kistlike wasiskoade ji rattr fan	Dit is it skoalkoarke fan de kristlike basisskoalle yn Rottefalle.
wy hawewy yn fjouwer in gens de wite hawwen	Wy hawwe yn fjouwer jier al gjin winter hân.
dat syn pak stiet delr doart	Dat swimpak stiet dy goed.
it gie wiken dat der noch folle dierkein oander wiene as my sin komme	It die bliken dat der noch folle mear kaaimannen wiene as men sjen koe.
dy salaris yn fan dû wimer kinede witkyk betelle wurde	De salarissen fan novimber kinne net útbetelle wurde.
hja kom yk foarn eken syn kedyk nei in einleas oanit al grappen	De komyk fermakke syn publyk mei in einleas oantal grappen.
it is krekt anse wollek nek mear sa goed	It is krekt as wol it net mear sa goed.
de skiertser lachter ljocht de spinner in huldekaap	De skiedsrjochter joech de spiler in reade kaart.
ik soe w wei elfkes sliepe oar ek mei dy kowarte nacht	Ik soe wol efkes sliepe wolle nei dy koarte nacht.
yn it sinterum is in in pakke rûmte beskikt er foarkrups aktivedatten	Yn it sintrum is in aparte romte beskikber foar groepsaktiviteiten.
komster dat no mar as iich iepenbean tajan soar	As se dat no mar ris yn it iepenbier tajaan soe!
ik is din hieriger wloen	It is in hiele gewoane man.
der is gjin hús mei jim i ke heidin	Der is gjin hús mei jimme te hâlden.
by haaf fertachte fan de grutte frouduseik hawwe ichttjin minten sageskaflane	De haadfertochte fan in grutte fraudesaak hat achttjin moannen selstraf krigen.
wy hawwe not de ekonomyske wine my	Wy hawwe no de ekonomyske wyn mei.
pyjein bigjie de moad oan de hishâlding te behelling fan dit tiranike hart	De jonge begie de moard om de húshâlding te befrijen fan de tirannike heit.
dat is krekt wat foar my	Dat is krekt wat foar my.
keller wiener fer hús asik urt wan ikenekesjedime be hawwe	Trije moanne fan hûs is eins wol it maksimum wat wy wolle.
it hat sin úidware foar it de knap yn wje	It hat tsien jier duorre foardat it kanaal klear wie.
de karapolysiko wurde rekke en slacht en foar in e rêech	De twadde polysjekûgel rekke it slachtoffer yn 'e rêch.
hast myn jûn on oger feast want ik bin hest dêrbey	Hâldst myn hân wol even fêst, want ik bin hartstikke bang.
fak it giits hanke is it hearliker yn min eigen tin watster kynm	Foar it lytsfamke is it hearlik om yn har eigen tún boartsje te kinnen.
yn der betide wacht fan satereiunstemen moast de pustel úngrippe parsjakrjn	Yn 'e betide nacht fan saterdei op snein moast de plysje yngripe by fjochterij.
sjokske k wisek as in mediamûs yn e ûnderdrûk	Soks kin 'k misse as in libbene mûs yn 'e ûnderbroek.
de eirûndiering hawwe se it fytsek karratent foar hmikke	De ôfrûne jierren hawwe se in fikse kwaliteitsslach makke.
da hawwe doeken fanmastysk et heardere iuwen	Der hongen doeken fan masters út eardere iuwen.
paceijeprekken yn de karize kinne kunst hierren	Op trije plakken yn de provinsje kin keunst hierd wurde.
myn horpes bin in woazech it dolry	Myn hobby‘s binne lêze en game.
hja soachi mar by de oere mahe	Hy seach mei bange eagen nei har.
wies dan binne se by hime fan benoan oar te kean	Meastal binne se byinoar, fan de moarn oant de jûn.
wat set che yn oankaard ûzen fan it fak fan tommy	Wat sette him oan ta it kiezen fan it fak fan dûmny?
ik ha ústek barm yn ús eigenolkigen	Ik ha in stik bôle en in glês molke hân.
foar i nije advyse kinne jo in pak meiis al winee	Foar neier advys kinne jo kontakt mei ús opnimme.
ik hawe beslikking da tikjette foar di emainsjen	Ik haw besletten dat ik net te folle eamelje sil.
stel hjin foar	Stel je foar!
hast dop skoalln deit sinmen oer	Hast op skoalle net swimmen leard?
guoane egiwers hane ars jower jier gjien ins ferhelde rûn	Guon wurknimmers hawwe al fjouwer jier gjin leansferheging hân.
ikin der net eran be sittjin mear gahinelen yn it raapshoas te krijen	De gemeente wol besykje mear ferieningen yn it doarpshûs te krijen.
by jonge ainkraktearre de kinsje op herôfin fan de tsinebannen jier stiden	De jongerein traktearre de plysje op in rein fan benzinebommen en stiennen.
jemoat dat sil stallik bertaken foardat as úndat me mei sjocht	Mei dit systeem betellet men foar itjinge dêr't men nei sjocht.
ik ha der kar net ûnder genotte fûn	Ik ha de kaai ûnder de matte fûn.
dat sioe me ek me by te hanne sette	Dat soe ik mar út 'e holle sette.
eam keneje wika rûn koe kune en der skierrjen te ge slimn	Elkenien dy't dat woe, koe komme om de skippen te besjen.
as him we hie in stôf fan de jû kae de jin as feinte op it skutsje	As je in jier as tolve wiene, koene je as feint op it skûtsje.
ik jou op snean sân ma me ik mer fêster	Ik jou op sneon sân maaie in feest.
de baarnkaal hat yn wat te drinken	De bern krije fruit en wat te drinken.
sam fan de earde neocht mm	Som fan de wearden rjochts.
alle paen hie de geromme	Alle paden liede nei Rome.
njoch antod ik priake dy snimins	Noch altyd preket er sneins.
set den tranje foar de spargatje foar tsien minuten	Set in timer foar de spagetty foar tsien minuten.
dr wie ik wir i skapke en dec hnders hjier yn it kafol	Dan wie it mar in stapke en dan wienen se hjir yn it kafee.
hja woene iselearm fan san sauke bak en hie de det foarw om be elwer oer te britken	Hja wiene isolearre fan sosjaal kontakt en hiene net folle mooglikheden om te bewegen.
ik woen minskjerret de arganisaasje fan de únrodsteridún fan ú toa no minkry te kraaitsjen	It lân riskearret de organisaasje fan de einwedstriden fan it toernoai kwyt te reitsjen.
ik freege hjym m dy fotogerm kenstjoeen	Ik frege him om de foto werom te stjoeren.
ik moait imkjen fan de roen oarnteliben yn dyn fantsyn lik in programma	Ik moat wurkje fan de moarn oant de jûn en ik fertsjinje amper genôch.
doek bine bocht moaist wew romskeapelik il yn de kaal derneeare	Yn in bocht moatst weromskeakelje en yn de twa riden gean.
der steaneg wi meir tryst in ginach	De stimming wie wat tryst en hingerich.
yn der ampekadeul komst e dyn te krijen	Yn it âlde gebou komme studinten te wenjen.
kinne jo in hiif	Kanaal omheech.
twa ljouwerter hoarlike bakkers haw wek yn appere wippe docht ik oareljik okit mar gen degge	Twa Ljouwerter oaljekoekbakkers hawwe in nij produkt betocht: in oaljekoek mei bearenburch.
muoike hat in eurdic heid san er nimmin	Muoike hat in aardichheidsje meinommen.
syn fiebere ferhaaen is hin we har praat	Syn fierdere ferhaal is healgear praat.
hau mey	Ho mar.
boan foar os wonetbeldrave nechtfroastnodich	Dêrfoar is wol in pear graden nachtfroast nedich!
it woe in rastige daail en it wûnder brok petik	It wie in rêstige dei en it wie net drok op 'e dyk.
dan kin ik mei dyn fanstamyn op bal	Dêr kin ik mei myn ferstân net by.
kinne jo mecget ecom ear wik skasumys	Kinne jo my fertelle wêr't it stasjon is?
dat wole it yn wereldefarset dan hie der mer moar ferdachte	Dat leit yn de reden fansels, dat hienen we wol ferwachte.
tomirnt al wisze jier yn paprike komme foan planken fan de jeappen foan dye	Tomaat, auberzjine en paprika komme fan planten fan de ierappelfamylje.
allebeak ik ste gyin lyts	Ofbrekkingsteken links.
alles kom t keap	Alles komt klear.
ik haw de hearre mei herekslerdsiesd west ink kap mer it hander	Ik haw tegearre mei Felix yn tsjinst west, en dat bliuwt hingen.
de fytslif haw wat ik ha foar te foar in ynskriuwe krije in winspaketen mei foar n droars	De fytsleafhawwers dy't har fan tefoaren ynskriuwe, krije in lunchpakket mei foar ûnderweis.
der baarde yndyn biker oan in klop yn foar e slek	Der barre dingen dy't gewoan net goed binne foar de stêd.
hja naam har yntrek yndikan kenn for twaj mindeite grinden fer lus homs	Hja naam har yntrek yn it hotel, op twa minuten rinnen fan ús hûs.
haw je how in bret an eromans ik ka me ferhalen út sy libbenstian	Hy hat in grut tal romans en koarte ferhalen op syn namme stean.
itiz en for koe ne facht winget mear op de dyk ein	De sjauffeur koe de frachtwein net mear op de dyk krije.
de himinsliep op stakken yn e bûthus is ker in leauer dei bot ty dorren	De hinnen sliepe op stokken yn 't bûthús en skarrelje oerdei bûtendoar om.
her naam di te middeis nei loaidsje op harren fremen	De moandeitemiddeis nei de workshop haw ik frij nommen.
doar kaam hat bopper et wetter wurt	Dêr kaam wat boppe it wetter út.
hyl gat oers nik as trailunk afs leampert	Hy hat oars net as twaen op syn rapport.
opfaneum moat se harre net noffik hienen mar wat derbau	Ik fernaam dat se har net noflik fielden mei my derby.
har ren leafdes libben wie al lang mer er dâlle	Harren leafdeslibben wie al lang lyn útdôve.
de wedstriidkommisearners mekke de plf gat de wedstryd út straf oer fanwol hard rûzend soar ringe	De wedstriidkommissaris makke bekend dat de wedstriid útsteld wie fanwege driigjend swier waar.
ik hoat fan ún soarkjing yn razich yn de fielwenen	Ik hâld fan omswalkjen en reizgjen nei fiere lannen.
men hewuert ytsman as men yn berp ferslak in beraart	Men wurdt lytsman as men yn de psychiatry bedarret.
it ûnsa steiniger betûldwerdeng in útset te fienen	It is sa stadichoan tiid wurden om aksje te fieren.
de genzer stietwei is ek folslein bokhear	De Grinzerstrjitwei is ek folslein blokkeard.
wat soe foar dyn widdik wellis en sonder im	Wat soe fan him wurden wêze sonder Ellen?
nein di sinne fakânsje hat it hast alle geagere miten	Nei de simmerfakânsje hat it hast alle dagen reind.
as de kart far hús is stekt ik in nûs en stik omheech	As de kat fan hûs is, stekt de mûs de sturt omheech.
it sil de gerdichtstjid et yn betap warniger frysketydske bann	Itselde gedicht stiet ek yn de twatalige Frysk-Dútske bondel.
kommei jo him wat te sizzen	Oan jo om wat te sizzen.
ôfd spylje	Ofspylje.
penne in der gaaikamers e her wot greed	By winterdei kamen se hjir op de redens.
apolityk wer fergin ales yn it hart feram wurdik kommen	De polityk wurdt foar fan alles en noch wat ferantwurdlik holden.
doe hast er noch fiif billek getten	Doe ha se noch fiif bern krigen.
ferbleatsk derjo	Ferpleats de rigel.
yn win hard fande gefakkeng geanit ljaffen yn oaren sichtber wêzens	De mearheid fan de befolking leaut yn elven en oare ûnsichtbere wêzens.
pas no ynditiwoaritich miditen kri ey net oan de earste skraft morde	Pas nei in lytse tweintich minuten krige Meppel de earste strafkorner.
der bedoering wien om yn it gabiet en nije fanselling fardalel te losteit de ûtwerrûn	De bedoeling wie om yn it gebiet in nije foarsjenning foar deirekreaasje te ûntwikkeljen.
wy wolle der insken fiif dagen oetwinne yn e kocht by harren utsen	Wy wolle de minsken fiif dagen ûntfange en in tocht mei harren meitsje.
kas isk in easte feurser foar de alede stienteld	Dat is de lêste faze fan de âlde stientiid.
pohstgei it ferstjerren fan iemen kin noi frege werrik ocfter erdyn bestamint is	Pas by it ferstjerren fan immen kin neifrege wurde oft der in testamint is.
so er eal kas sim jet	Sân euro, asjeblyft.
dat is gjin earlik skil	Dat is gjin earlik spul.
acht jurdintsjes hat it rejem yn dan komt ok wel hert	Achttjin nultsjes hat in triljoen en dan komt in triljard.
as wy de met fleeks foar by komgen dan koe de din fêstjenen krijen foar detsûn	As we nei it flaaksfabryk gongen dan koenen we frijstelling krije foar Dútslân.
fekje dy ke napergje nom martiid oerstie ir kisterfoar dik eoar	Ferline wike moandeitemoarn betiid stie de plysje foar de doar.
omskoa dat wien ik jirk in oare kastear as di it is	Op skoalle, dat wie natuerlik in oare kultuer as hjir thús.
de itisbrke wurkje noiwichtich om winsken alle deagen eafan iten te foarsjen	De itensbanken wurkje manmachtich om minsken alle dagen wer fan iten te foarsjen.
i sjocht him yn it hatoerekienskat	It sjit him yn it ferkearde kielsgat.
kraje de bilstegraizasjer foar ge soarch raat sel in soad winsken dêr hie hen ge ha kd	Troch de desintralisaasje fan de soarch reitsje in soad minsken de húshâldlike help kwyt.
ik kin noh in ûnerje techskinwei moeaven myn appentoaryn	Ik kin noch wol oeren trochskriuwe oer al myn aventoeren.
pa derûanhâldingen fan de pollys i teksiel der of uderining	By de oanhâldingen fûn de polysje drugs en jild yn de wenningen.
buei de booer won ne yn de sen moanteroel teongerjen	Earder dit jier wûn er yn deselde lotterij ek al in miljoen.
dat wit abgee	Ik wit it noch net.
kontrolearjejeik op lilli obien	Kontrolearje op nije e-mail.
it hoecht o liker noa mer ammyt	It hie yn wiken al net reind.
bynene hoe it jin e oep ier	Dêrnei hie er gjin jild mear.
ik wie opit last sa tsjuster dart er ampernmjer er ûndersgjire koene	It wie op 't lêst sa tsjuster dat er amper mear wat ûnderskiede koe.
it ward hier kei t in e drikke	It waard hieltiten dúdliker.
sille goan s praak mochtder gin iite doen moards	Sa'n ôfspraak mocht de gemeente nea meitsje.
hjochoard mien foaresurker ferskatten yn en den by	Hy hâldt mear fan lêzen as fan sprekken yn it iepenbier.
de kinhernold is de adnoa ers dat is ardearme nor hierkattetoer	De trochreed is der ek noch, dus dat is allegear noch wol hiel autentyk.
doeit krije mei e ming eagerûn is hawwe farinde wike sneet ly ek problammasjen	Goed trije miljoen Nederlanners hawwe ferline wike sneontejûn nei it programma sjoen.
ik sych hjarwurk as der wurke mape op de hekken fjierwerkerlek hast	It sierfjurwurk is dit jier opnij populêr ûnder fjurwurkleafhawwers.
de opierinde natier kendei is miakasoare op ieringin erichti o problemen las in te tiden	De oplieding ta natuerkundige is mear as oare opliedingen rjochte op probleemoplossend tinken.
stjo rik in iniam napel studje ûnderlerk wilskem	Stjoer in e-mail nei Kristine, ûnderwerp nije skuon.
op hoe graacht in dych wat opter	Ik woe graach in merje keapje.
no moa der werom nei ehearde gaastige wekkerheid	No mar wer werom nei de hurde deistige werklikheid.
wik skriuw in wekker far ûen ne fizum	De skriuwer wurket foar Omrop Fryslân.
de yngreper waride fjiuwer minút y útgoe anst dienik operaatsje dide warde	De yngreep duorre fjouwer minuten en koe eins gjin operaasje neamd wurde.
wa woltyslagget ek raaisde temoen oer in wiker	Wa wit slagget it woansdeitemoarn oer in wike.
de gaubladsje oan dumnastyk liese in satkark nek in soadlei foaroar yns	De deiblêdsjoernalistyk is in sektor dêr't in soad yn feroare is.
da binne ik ian pbeme dyt oerame yn digerom spiljen	Dat binne problemen dy't oeral yn Nederlân spylje.
men kineder mear wet er far paapje as der oels	Men kin net mear út in fet taapje as deryn is.
sleup mûs fjeagge de in dente	Sleep mûs flugger nei ûnderen ta.
yn de boskjes leie der folle slein fan iere eatom	Yn de boskjes lei in folslein fernielde auto.
meitsje de foarriger rige n sichtke	Meitsje de foarige rige sichtber.
dat binne in omsgjinrige ifiumen marder no wat ophege	De dunen op Skylge en Flylân wurde mooglik ophege.
ik bin wol in boarisen inbegean hoet er doerd jouwt	Ik bin wol in boeresoan dy't wit hoe't in bûthús rûkt.
wy fine in eurdich plak op it hicht in eintje fan de wei oan	Wy fine in aardich plak op in hichte, in eintsje fan 'e wei ôf.
yn i rytskjúntsjek nerde flakken stie k in sûnder wize op de sakkem	Yn in lyts túntsje oan 'e foarkant stie in sinnewizer op in sokkel.
dong him ferskien enge drier mei din faansje foan de rjachte	Plannen ferskine en ferdwine mei de faasje fan it ljocht.
der wien y nit wardik mel kend	Doe wienen we beide al troud.
ik rit net metter dat e kaulerbesim	Ik wit net wêr't dit ta liede sil.
ben nei yn de tsinten kins de kranten necht biemen	Bring my yn it sin om thús de planten wetter te jaan.
de werksumhuldjen kin ik dr wol fierder gean	De wurksumheden kinne gewoan fierder gean.
hja soecht de rinker skonk oer de jochter	Hja sloech de linkerskonk oer de rjochter.
kinpink stasjonsdie drachten ist dis dat ienen boefan	In tankstasjon yn Drachten is tiisdeitejûn oerfallen.
do myn yn pite fin ik wur syn fjeld yn de oarlochtsearm is it wyk	Dominee Pyt wennet mei syn frou yn de oarlochsjierren yn Sint Nyk.
kast der pek omst oerigels út urdels wêr im dan it faren de myt	As de takomst ivich is en einleas, wêrom dan it ferline net?
haw ik jn ferskil ekwer tusken in doarpen en staat	Hokker ferskil is der tusken in doarp en in stêd?
yn de bertierbenacht fard fatereareseneinen mocter pritsje ûndruke by fjachteroul	Yn 'e betide nacht fan saterdei op snein moast de plysje yngripe by fjochterij.
buortka waard ban ne oargen tal oan e flipper ún warregoar	Bylsma waard berne yn njoggentjin ien en fjirtich yn Wergea.
meifaan fan it pablyt wurdesin diea	Byfal fan it publyk wie syn diel.
oals dan njoggen oare de âlde moarns waard der wapper	Earst om njoggen oere de oare moarns waard er wekker.
hyn utter mei lauwerte is oande werre an oan e fyftich minuten	Fan Utert nei Ljouwert is ien oere en ien en fyftich minuten.
baaitsjen is san wek	Laitsjen is sûn wurk.
way binne problamnom dat oaradel nei dwaan spilje	Dat binne problemen dy't oeral yn Nederlân spylje.
a wat se dern ein krapte knoop	Ja, dêr sit him no krekt de kneep.
men hawwe altyd baktekker broatte en sille wy atto dwaan	Bern hawwe altyd dokterkeboarte en sille dat altyd dwaan.
ik ha dis in toar einde rinnender gaan wekke	Ik ha ris in kear oan de rinnende bân wurke.
has at dat noaistappig	Moat ik ek oerstappe?
hy fielt yn jier en it oan de flaadsfabryk kammen yn sad keas	Mei fjirtjin jier bin ik yn in flaaksfabryk kommen yn Swartkrús.
it waard er únt te beskriuwing fan dank ol amsterdan	Ik wol in rûtebeskriuwing fan Genk nei Amsterdam.
de stawulken yn de skoalle kreagen reud fan de jongssanne	De stofwolken yn 'e skuorre kleuren read fan de jûnssinne.
de argener wile sa mantsje dart er bgenne be rykleazers yndrûnt	De eigener wie sa'n mantsje dat op glimmende rydlearzens omrûn.
dat lrapser fan ie bank wol net ferbereten fankamenta	De direksje fan 'e bank wie net te berikken foar kommentaar.
wt is dan n wismei oan e te haden	Der is gjin hûs mei jimme te hâlden.
we kaam nes sa wit fulkeo ta	De kaam in soad folk op ôf.
dat bart yan it sitoaasje fan jo eins ei kaa	Dat bart yn de situaasje fan no oars ek al.
det bout komt hurtichterby	De bui komt hurd tichterby.
wa binn ik br dit derby libder mei	Wa bin ik dat ik dit belibje mei?
moat se dat tr in lan barren	Meitsje dat in online barren.
byt tabak springen de gan sturtte gast nacht yn et dor ûnderenil	De tebekspringende bal skeat ik dochs noch yn it doel: ien-nul.
it fraan bliuw plart om it roge plannen en it ieren	It terrein biedt plak oan bedrige planten en dieren.
it myn oantoton en en san fan tritich jirne	Lit myn oantekeningen sjen fan tritich juny.
kreave je dan foan ige oranje	Kleurje dizze rigel oranje.
wy hawwe wdal dan wer op as der kammende dage in lastmûlle fan is	Wy hawwe hjir gjin berik, dus de kommende dagen hearst neat fan ús.
jimebinne nowan sa grut dan kinne jin no wen rade	Jimme binne no al sa grut, jimme kinne jim no wol rêde.
pak it fif paselt nem brast fan jinde wike	Dat is fiif persint minder as ferline wike.
dat is adular ferfallen dat is noch near yn gebrûk	Dat is allegear ferfallen, dat is net mear yn gebrûk.
plant en piels	Lampen pears.
dat fer hil fan ûnderwe dwaanen soarren wurde der nochs moard tangerljit fan en freoanen	Yn dizze tiid fan yndividualisearring wurde de minsken net samar lid fan in feriening.
woal nei kontakten	Gean nei kontakten.
braach is neisdeiten nein bertiid trach ingrutte klaan foar it harre	De brêge is tongersdeitemoarn betiid troch in grutte kraan fuorthelle.
pittigenacht woene de erren net meiwurkje eine rennen on	Spitigernôch woene de oaren net meiwurkje oan de reüny.
hyt is fertalen fraak en fan monwen wold	Dat is foar dy in fraach en foar my in weet.
neit er boei stân wie waard der pleats farkacht	Nei't de boer stoarn wie, waard de pleats ferkocht.
fafallyn oer in famke kam	Sy ha ferline jier in famke krigen.
it ûndersit die blutum kat de wurken nich hiereltyd populaar binne by dbaan	Ut ûndersyk die bliken dat de boeken noch hieltyd populêr binne by bern.
de stio wei gjin uite ûn der ynfluweid fan alko ha	Bestjoer gjin auto ûnder ynfloed fan alkohol.
hy finenat tigewichtich dat wy guorte byriken binne	Wy fine it tige wichtich dat wy goed te berikken binne.
woat sa wast fet kusyf	Meitsje dat fet kursyf.
it begript et my ta de tjinden út	It begruttet my ta de teannen út.
sit ek mar	Sis it mar.
kraft de geest en kralisaasje fan de soarch reitsje in soad minsken de hushâldlike helt kryt	Troch de desintralisaasje fan de soarch reitsje in soad minsken de húshâldlike help kwyt.
	Tsjin wa spilet Cambuur?
	Dêr haw ik de earste de bêste trein pakt.
	Hy hat har in treflik stik stjoerd oer it wurk dat er dien hat.
	Wy fine it tige wichtich dat wy goed te berikken binne.
kin it der it wer op stader wenne	Kin ik hjir ek wiet skeard wurde?
tan en oerpenet beûnt farwaasje en it pedjar fan in nuel	De kening iepenet de ynstallaasje oan it begjin fan de middei.
de waan boakken ip de kampken anst desklale	De bern boarten op it kampke neist de skoalle.
fan de prachte hat der harrem mei wer it woamstân	Ik fyn it prachtich at der hele moaie grutte beammen steane.
festuort name it fan it doertim mei harit sapsjap út njoken	It feest set moandeitemiddei útein mei in resepsje op útnûging.
ammede tjatter fan e famkeskaam gjin ein	Oan it getsjotter fan de famkes kaam gjin ein.
hal wit wol wêart bartele dêr moatst er hellet	Hy wit wol wêr't Bartele de moster hellet.
konduktear te wêze is net sûnder risiko mear tsjintwurdich	Kondukteur te wêzen is net sûnder risiko mear tsjintwurdich.
de oearste prins war hi urde de kank nei it har renfangen	De earste priis fan de middei dy gong nei It Hearrenfean.
wat trit er myi joans dart se en lalby in dark skrealke	Der wurdt tritich miljoen stutsen yn nijbou yn Gerkeskleaster.
dat is buon mamd ik wer dis monsken	Der is gjin mâlder guod as minsken.
as jamwar gaa ik altyd te festjen	As jonge gong ik altyd te fiskjen.
sokke buten leverjin aivfergusten bleauwe it ta na	Sûkerbiten leverje nei fergisting bio-etanol.
wer bine ek eis it djei	Se binne ek o sa djoer.
de útspraak is no krekt bekend wurden	De útspraak is no krekt bekend wurden.
let yn de sneintenacht letse it sniebijen oer fryslân	Let yn de sneintenacht lutsen sniebuien oer Fryslân.
ferhalen binne as planten se ûntwikkelje in ûnbidich ta woartelhjirren ea dat se slichtber wurde	Ferhalen binne as planten, se ûntwikkelje in ûnbidich tal woartelhierren eardat se sichtber wurde.
jou ite ke fet en ik brink kefaakofje	Jo ite te fet en ik drink te folle kofje.
dy koen ek der net goed ûnder bliuwe dou moatsten laitsje	Wy koene der net goed ûnder bliuwe, wy moasten laitsje.
jan is der noch gjin man oe in bârd	Dan is der noch gjin man oer board.
hy wis koarte en tachtich jier wen	Hy is koartlyn tachtich jier wurden.
mei annesyntonpin sappelt niver fan it doaan ta fier ûnder nil	Nei Anne syn doelpunt sakke it nivo fan it duel ta fier ûnder nul.
ik haw genôfach fan dy spyt jou my no wat fan gejield	Ik haw genôch fan dyn spyt, jou my no wat fan dyn jild.
