prediction	reference
tusken de twa hûzen leit in gersfjild dêrlâns kinst by it merkplein komme	Tusken de twa huzen leit in gersfjild; dêrlâns kinst by it merkplein komme.
boppe dat is der tak om wike net	Boppedat is er der takom wike net.
gean nei it postfek yn	Gean nei Postfek Yn.
wy hjitte dy graach wolkom op ús wyklikse repetysje jonne op woansdei	Wy hjitte dy graach wolkom op ús wyklikse repetysjejûn op woansdei.
elk foarwerp draacht de spoaren fan syn broeker	Elk foarwerp draacht de spoaren fan syn brûker.
doe beret skjinmeitsje	Doelberet skjinmeitsje.
meiinoar hellen se alles út it hûs en makken it skjin	Mei-inoar hellen se alles út it hûs en makken it skjin.
bring mey by it ûnthâld dat it oantwerp om twa oere klear wêze moat	Bring my yn it ûnthâld dat it ûntwerp om twa oere klear wêze moat.
de brânwacht kaam mei meardere wein nei de brân ta mar it foel ta	De brânwacht kaam mei meardere weinen nei de brân ta, mar it foel ta.
it is al wer hast twa wiken lyn dat ik myn lêste berochjes stjoerd haw	It is alwer hast twa wike lyn dat ik myn lêste berjochtsje stjoerd haw.
de learaarch hie in fjoerearde holle en it swit rannemoeret oanlit	De learaar hie in fjoerreade holle en it swit rûn him oer it antlit.
it spul kin binnen en bûtendoar spile wurde en is middei filjend k	It spul kin binnen- en bûtendoar spile wurde en is middeifoljend.
set ûnder tittels oan	Set ûndertitels oan.
wêr is minne hinne ww	Wêr is Minne hinne?
der sitte trettjin minsken om dizze tafel en der komme noch in pear by	Der sitte trettjin minsken om dizze tafel en der komme noch in pear by.
frentsjer is ús âld akademysstêd	Frjentsjer is ús âld akadeemjestêd.
om it achttjinde jier hinne groeit de famkes stim út ta sopraan medcosopraan of ald	Om it achttjinde jier hinne groeit de famkesstim út ta sopraan, mezzosopraan of alt.
je wit wart him te wachtsjen stiet dat der te fier giet	Hy wit wat him te wachtsjen stiet as er te fier giet.
ik fersykje jo om fuort te gean want ik ha jo neat te sizzen	Ik fersykje jo om fuort te gean, want ik haw jo neat te sizzen.
hy ferwachtet dat de supermerk yn jannewaarje gewoan iepen bliuwt	Hy ferwachtet dat de supermerk yn jannewaarje gewoan iepenbliuwt.
as it reint bliuw ik thús	As it reint, bliuw ik thús.
it bestjoer fan de feriening wol de kapasiteit fan it tal toerriders útwreidzje	It bestjoer fan de feriening wol de kapasiteit fan it tal toerriders útwreidzje.
de dokter wol dat wypen noch fjirtjin dagen rêst nimt	De dokter wol dat Wybe noch fjirtjin dagen rêst nimt.
alles om him hinne is griis s	Alles om him hinne is griis.
foar de jongerein is der de freedtejûns in optreden fan in popgroep	Foar de jongerein is der de freedtejûns in optreden fan in popgroep.
as it skiplekkers geane de rotten oan board	As it skip lek is, geane de rotten oan board.
de minsken krije te earren at se ûntslein wurde ofdat se trochwurkje kinne	De minsken krije te hearren oft se ûntslein wurde of dat se trochwurkje kinne.
as saadfak studearret er moderne literatuer	As haadfak studearret er moderne literatuer.
hy rekket him ryk en telt him earm	Hy rekkent him ryk en telt him earm.
at we neat dogge dan skoot de kustline de kant nei it lân op	As wy neat dogge, dan skoot de kustline de kant nei it lân op.
wy sille jo jûnne in iepennochtspulearr litte	Wy sille jo jûn in iepenloftspul hearre litte.
it wie op in moaaie waarme dei yn e maitiid	It wie op in moaie waarme dei yn de maitiid.
hy is der de oare moarns om tsien oere	Hy is der de oare moarns om tsien oere.
as jim in parre plút nedich hawwe kinne jimme jin liene	As jim in paraplu nedich hawwe, kinne jim ien liene.
alle freonen al wat ik in útnûving stjoerd haw binne op it feest kommen	Alle freonen oan wa't ik in útnûging stjoerd haw, binne op it feest kommen.
in bedriuwsgebou yn ljouwert is woansdeitemiddei troffen troch in útslaande brânen	In bedriuwsgebou yn Ljouwert is woansdeitemiddei troffen troch in útslaande brân.
myn doekskoalle yn belize haw ek ferkeapje moatten	Myn dûkskoalle yn Belize haw ik ferkeapje moatten.
om fan e moarn healde alven hinne wiene de measte filus oplost	Om fan 'e moarn healwei alven hinne wiene de measte files oplost.
de wyn kin hiel freonlik wêze mar hy kin ek heel feijandich wêze	De wyn kin heel freonlik wêze mar hy kin ek heel fijannich wêze.
de meldingen kamen it ôfrûne jier binnen	De meldingen kamen it ôfrûne jier binnen.
wat pleatse dûbele warsskafels om de badkeamerfilers moarns koarter te meitsjen	Wy pleatse dûbelde wasktafels om de badkeamerfiles moarns koarter te meitsjen.
ats je belizze wolle moat hji wat oarskeapje as keunst	As je belizze wolle, moatte je wat oars keapje as keunst.
op e lange doer fertsjinje jo dy kosten fansels werom	Op 'e lange doer fertsjinje jo dy kosten fansels werom.
de measte biblioteken organisearje spesjale middeis dêrt op foarlêze wurdt	De measte biblioteken organisearje spesjale middeis dêr't op foarlêzen wurdt.
je moatte it net om de rommentyk dwaan	Je moatte it net om de romantyk dwaan.
ik ha dêrsels gjin aan fan hoet hja derút sjocht	Ik ha der sels gjin aan fan hoe't hja derút sjocht.
dy beide susters binne hiel knap	Dy beide susters binne hiel knap.
de direksje fan e bank wie net beriktber foar kommintaare	De direksje fan 'e bank wie net berikber foar kommentaar.
we binne in bytsje letter	Wy binne in bytsje letter.
as se in swieper sjogge en fiele no dan binne se net sa leiker	At se in swipe sjogge en fiele no dan binne se net sa lekker.
de brânwacht hat woansdei de hiele jûn oan it nit wêden west by de winkel	De brânwacht hat woansdei de hiele jûn oan it neidwêsten west by de winkel.
de keuken is it klopjende hert fan it hûs	De keuken is it klopjend hart fan it hûs.
sinnepanilen binne troch har omfangs wyngefoelich en moatte stevich fêstset wurde	Sinnepanielen binne troch harren omfang wyngefoelich en moatte stevich fêstset wurde.
oerskikkelje nei uord	Oerskeakelje nei Word.
it soe in tige kâlde nacht wurde mei in pear graden groen froast	It soe in tige kâlde nacht wurde mei in pear graden grûnfroast.
dit binne de ûnderwerpen dyt oan bod komme sille	Dit binne de ûnderwerpen dy't oan bod komme sille.
dat sil wol betterje earst in âldwiif bist	Dat sil wol betterje earst in âld wiif bist.
set de helderheid op maksimal	Set de helderheid op maksimaal.
hiene jo ferwachte dat je útsocht wurde soenen foar dit boekewike geskink	Hiene je ferwachte dat jo útsocht wurde soene foar dit boekewikegeskink?
de natuer in hantsje helpe is hieltyd gewoaner wurden	De natuer in hantsje helpe is hieltyd gewoaner wurden.
it is it moaiste kado dat hja him jaan kinne	It is it moaiste kado dat hja him jaan kin.
hja ha in hiele team bern	Hja hawwe in hiel team bern.
it byld fan et berntsjinjezzus leit sûnt tiisdei wer yn e kryststâlen	It byld fan it berntsje Jezus leit sûnt tiisdei wer yn de kryststâl.
neffens my binne jo ien fan de meast tagonklike skriuwers fan fryslân	Neffens my binne jo ien fan de meast tagonklike skriuwers fan Fryslân.
hearst net wat ik sis	Hearst net wat ik sis?
by in oarder fan mear as fyftich euro betelje jo gjin ferstjoerskosten	By in oarder fan mear as fyftich euro betelje jo gjin ferstjoerskosten.
hoe lûdgefoelich moat men wêze om it bûtenboartsjen fan bern ferbiede te litten	Hoe lûdgefoelich moat men wêze om it bûten boartsjen fan bern ferbiede te litten?
op it sjûgemar binne freedtejûn trije minsken oppakt foar fiskstreuperij	Op de Tsjûkemar binne freedtejûn trije minsken oppakt foar fiskstreuperij.
sjoch op de aksjeferpakking foe je dyn unike winkâalde yn en doch mei	Sjoch op 'e aksjeferpakking, folje dyn unike winkoade yn en doch mei!
it probleemherby is dat it tiidskema eins wat oan de krappekampt is	It probleem hjirby is dat it tiidskema eins wat oan de krappe kant is.
by gefal fan ôfwizing bestiet de mooglikheid dêr tsjin yn berop te gean	By gefal fan ôfwizing bestiet de mooglikheid dêrtsjin yn berop te gean.
wurknimmers dyt syk wurden binne fan gromhâldende ferve krije in finansjele fergoeding	Wurknimmers dy't siik wurden binne fan groomhâldende ferve krije in finansjele fergoeding.
hingje op	Hingje op.
ik tink dat de lju op t heden te folle om hannen hawwe	Ik tink dat de lju op 't heden te folle om hannen hawwe.
ik kin gjin goed mear by him dwaan	Ik kin gjin goed mear by him dwaan.
by de gemeente binne gjin klachten binnen kaamen	By de gemeente binne gjin klachten binnen kaam.
yn kammingaboeren yn ljouwert is in hierdensbelangeferieniging yn oprjochting	Yn Kammingabuorren yn Ljouwert is in hierdersbelangeferieniging yn oprjochting.
yn al ús buorlannen waard it hakken al earder strafbesteld	Yn al ús buorlannen waard it hacken al earder strafber steld.
de útslaande brân brukt som healwei sânen út	De útslaande brân bruts om healwei sânen út.
hjir rûen tongersdeis mei boeken en ferkocht foaral streekromants	Hja rûn tongersdeis mei boeken en ferkocht foaral streekromans.
de druk liket dêrmei foarearst fan e tsjettel	De druk liket dêrmei foarearst fan 'e tsjettel.
yn alle iuwen hawwe de minsken bang west foar syten	Yn alle iuwen hawwe de minsken bang west foar sykten.
miskien wachte tilly op in wurd of teken fan dy om frede te sluten	Miskien wachtet Tilly op in wurd of teken fan dy om frede te sluten.
it konsert wie fergees en duorre in oere	It konsert wie fergees en duorre in oere.
wat is it lêste nijs	Wat is it lêste nijs?
it wie in drege tiid mei in soad lange dagen en koarte nachten	It wie in drege tiid, mei in soad lange dagen en koarte nachten.
dêr kinne we sa net komme dan ha je in boatsje nedich	Dêr kinne we sa net komme, dan ha je in boatsje nedich.
it soe san trije jier oanhâlde	It soe sa'n trije jier oanhâlde.
dy ieren waarden soms samar efter litten	Dieren waarden soms samar efterlitten.
ik fyn it minder dat it diskriminearre wurdt	Ik fyn it minder dat der diskriminearre wurdt.
as ik jild hie soe ik it keapje kinne	As ik jild hie, soe ik it keapje kinne.
kinsto dy auto net oarspekkearje	Kinst dy auto net oars parkearje?
ofrûne sneonitemoarn waard op flylân in oere lang troch inoar wynkrêft njoggemetten	Ofrûne saterdeitemoarn waard op Flylân in oere lang trochinoar wynkrêft njoggen metten.
wiskje folgjende wurd	Wiskje folgjende wurd.
freegje wat de oanbieding fan de dei is	Freegje wat de oanbieding fan 'e dei is.
dizze minsken wenje thús en komme deis nei it deisintrum	Dizze minsken wenje thús en komme deis nei it deisintrum.
it offisjele stirt skoart foar de ferbouwing baard moandeitemoarn jûn	It offisjele startskot foar de ferbouwing waard moandeitemoarn jûn.
by de omrop stie ik oanskreaun as saakundige foar iisdei rope	By de omrop stie ik oanskreaun as saakkundige foar East-Europa.
de aksjefierende binnenskippers hawwe de blokkares by de sluzen foar in part opheft nnn	De aksjefierende binnenskippers hawwe de blokkades by de slûzen foar in part opheft.
dy generaasje is yntusken útstoarn	Dy generaasje is yntusken útstoarn.
yn grutte stêden nimt it tal dachleazen ta en ûntsteane probleemwiken	Yn grutte stêden nimt it tal dakleazen ta en ûntsteane probleemwiken.
syn efterban drûch him op harren	Syn efterban droech him op hannen.
de delsetting waard rekke by loft oanfallen	De delsetting waard rekke by loftoanfallen.
sille wy hjear neis sitten gean	Sille wy earne sitten gean?
sa ticht ha ik der noch noait by stiean	Sa ticht ha ik der noch noait by stien.
ii is ús woele yfty	It is ús doel om betiid fuort te gean.
lit myn belskiednes sjen	Lit myn belskiednis sjen.
dy hege priis wurdt oander konsumint trochbrekkene	Dy hege priis wurdt oan de konsuminten trochberekkene.
man derze wie by litedesúuwent mat it no muûde hattn	Mei in gleske wyn derby beslute wy om te wachtsjen oan 'e moarntiid ta.
it is ferskuorrend boppe myn budzjet mar tsjin kostet neat en dreamme ik net	It is ferskuorrend boppe myn budzjet, mar sjen kostet neat en dreame ek net.
nei it ûngelok rieden de ambulânsen ôf en oan	Nei it ûngelok rieden de ambulânsen ôf en oan.
ik ha der gjin beswier tsjin	Ik ha der gjin beswier tsjin.
wy geane de goede kant op mar ferskate saten kinne no better	Wy geane de goede kant op, mar ferskate saken kinne noch better.
der spile my wat oarstroc de holle	Der spile my wat oars troch de holle.
wêr soe myn pinne bedarre wêze	Hy wit it noch as de dei fan juster.
op de montaazjeôfdieling wurde strykiezers makke	Op de montaazjeôfdieling wurde strykizers makke.
it kin net altyd fan ien kant komme	It kin net altyd fan ien kant komme.
de jongerein giet op hieltyd âldere leeftiid út e hûs	De jongerein giet op hieltyd âldere leeftiid út 'e hûs.
foar in soad lytse boeren yn de ûntwikkelingslannen is biolânbou bier wol in alternatyf	Foar in soad lytse boeren yn de ûntwikkelingslannen is biolânbou wier wol in alternatyf.
ik sit hjir al in oere te wachtsjen	Ik sit hjir al in oere te wachtsjen.
de polysje niemt de saak heech op en praat fan besykjen ta deaslach	De polysje nimt de saak heech op en praat fan besykjen ta deaslach.
sy giet de hurde konfrontaasje net út e wei	Sy giet de hurde konfrontaasje net út 'e wei.
us mem fûn de namme fan ús famke net trekst heel moai	Us mem fûn de namme fan ús famke net drekst heel moai.
faaitk it hjir altyd sa hurd	Waait it hjir altyd sa hurd?
men kin dizze plant sonder swierichheden yn e tún kweke	Men kin dizze plant sonder swierrichheden yn 'e tún kweke.
troch de fakânsjeperioade is it relatyfrêstige budyk	Troch de fakânsjeperioade is it relatyf rêstich op 'e dyk.
de fraksjefoarsitter hie foar de gelegenheid in filmke makke	De fraksjefoarsitter hie foar de gelegenheid in filmke makke.
display út	Display út.
neffens ferskate meiwurkers waard my klachten nea dien nn	Neffens ferskate meiwurkers waard mei klachten neat dien.
it eilân suchte ûnder de kriminaliteit	It eilân suchte ûnder de kriminaliteit.
de plysje hat acht jonges oppakt foar it stellen fan belminuten	De polysje hat acht jonges oppakt foar it stellen fan belminuten.
ik wie dúdlik noch net ta oan de komplikaasjes fan de leafde	Ik wie dúdlik noch net ta oan de komplikaasjes fan de leafde.
dêr koem piter ek net foar	Dêr koe Piter ek net foar.
spylje myn ôfspyllyst op spottifaaij	Spylje myn ôfspyllist op Spotify.
it blieke fersin te wêze	It bliek in fersin te wêzen.
sintrearje de foarige seis rigen	Sintrearje de foarige seis rigen.
yn ien studintetiid stiene wy by nacht en ûntai by en oander op de stope	Yn ús studintetiid stiene wy by nacht en ûntiid byinoar op 'e stoepe.
elkenier sei deit ikkas safols te better útsjoghe as n wikeling	Elkenien seit ek dat ik der safolleste better útsjoch as in wike lyn.
uteringsfrijheid hâdt net in ûnbeheind rjocht op misledigjen yn	Uteringsfrijheid hâldt net in ûnbeheind rjocht op misledigjen yn.
hoe moatte wy de ekonomyske krisis de halle biede	Hoe moatte wy de ekonomyske krisis de holle biede?
troch de gearwurking sil de produksje mooglik ferdûbelje oant ferfjouwer fâldigje hhhhh	Troch de gearwurking sil de produksje mooglik ferdûbelje oant ferfjouwerfâldigje.
hja hâlde út datat de kleuren san twa oan fjouwer jier hâlde	Hja hâlde út dat de kleuren sa'n twa oant fjouwer jier hâlde.
it bestrieden fan de oerlêst falt ôf	It bestriden fan de oerlêst falt ôf.
wiskje lêste wurd	Wiskje lêste wurd.
hja wie al fyftich mar hja seacht der folle jonge út	Hja wie al fyftich, mar hja seach der folle jonger út.
ek him is it ûnmooglik makke	Ek him is it ûnmooglik makke.
de koal wurdt bysnijd skjinmakke en yn kratsjes ferpakt	De koal wurdt bysnijd, skjinmakke en yn kratsjes ferpakt.
blêdzje troch ôfspylist	Blêdzje troch ôfspyllist.
dimje de ljochten	Dimje de ljochten.
ik doch as alle oaren en sloch de earm om e faam hinne	Ik doch as alle oaren en slach de earm om 'e faam hinne.
de opbringsten wiene yn in pear gefallen wol twa kear sa heech	De opbringsten wiene yn in pear gefallen wol twa kear sa heech.
de kuiver sil doarje oant likernô fjouwer oere	De kuier sil duorje oant likernôch fjouwer oere.
hy fielde him net by machte om it ti te kearen	Hy fielde him net by machte om it tij te kearen.
ik rin nei myn âlde piano en druk op ien fan de wite tûtsen	Ik rin nei myn âlde piano en druk op ien fan 'e wite toetsen.
gear konservate fan it museum hat de wurken útsocht	De konservator fan it museum hat de wurken útsocht.
earst soe it mûntenacht begjinne te friezen mar it wurdt wol fan nacht  mm	Earst soe it moarntenacht begjinne te friezen, mar dat wurdt al fannacht.
de rûmtlik yntegraasje is hjir minder goed slaggen	De romtlike yntegraasje is hjir minder goed slagge.
ofbrekkingstekenen rjochts	Ofbrekkingsteken rjochts.
dêrt it hert fol fan is dêr rint de mûle fan oer	Dêr't it hert fol fan is, dêr rint de mûle fan oer.
wy witte noch net krekt hoe lang oft wy bliuwe sille	Wy witte noch net krekt hoe lang at wy bliuwe sille.
apen klimme yn beammen	Apen klimme yn beammen.
it is der yn de húshâlding altyd fan tobberij	It is dêr yn dy húshâlding altyd sa'n tobberij.
alle jierren jout it koar ean tol goed besocht te konserten	Alle jierren jout it koar in tal goed besochte konserten.
se lûke in spoar fan farnielingen troch it hiele doarp	Se lûke in spoar fan fernielingen troch it hiele doarp.
as se my net freegje hienen soe kt der nea oan begûn wêze	As se my net frege hiene, soe ik der nea oan begûn wêze.
allegearre lytse tinkjes kinne de útslach fan de ferkiezings bepale	Allegearre lytse dinkjes kinne de útslach fan de ferkiezings bepale.
sanhâlding bringt har yn de problemen	Sa'n hâlding bringt har yn de problemen.
de troechreed is der ek noch docs dat is alle jierre noch wol hiel autentyk	De trochreed is der ek noch, dus dat is allegear noch wol heel autentyk.
kin ik hjir jûns as frou allinne sonder problemen oer de strjitte k	Kin ik hjir jûns as frou allinne sonder problemen oer de strjitte?
de direkteuer neamt de problemen in grutte finansjele strot foar syn bedriuw	De direkteur neamt de problemen in grutte finansjele strop foar syn bedriuw.
goeiemoarn allegear	Goemoarn allegear.
earst soe i moarntenacht begjinne te friezen mar it wurdt al fan nacht	Earst soe it moarntenacht begjinne te friezen, mar dat wurdt al fannacht.
litte se fan tefoaren it hiele kompleks even sjen	We litte se fan tefoaren it hele kompleks even sjen.
de man wie mei it wapen op part gien nei syn eardere wurkjouwer	De man wie mei it wapen op paad gien nei syn eardere wurkjouwer.
de rjochtbank besocht ûnder oare oft der foar it sikehús in trochstark yn sit	De rjochtbank besjocht ûnder oare oft der foar it sikehús in trochstart yn sit.
hy sil der ek wol net moaier op wurden wêze	Hy sil der ek wol net moaier op wurden wêze.
dit is in hoppe	Dit is in hoppe.
der wie in kreamke omdêrt de kuirers wat ite of drinke koene	Der wie in kreamke dêr't de kuierders wat ite of drinke koene.
ik soe sizze lit dy minsken allegear nei rot om ta gean	Ik soe sizze lit dy minsken allegear nei Rottum ta gean.
de gearkomster smiet gjin fjoerwurk op mar duorre wol goed trije oeren	De gearkomste smiet gjin fjoerwurk op, mar duorre wol goed trije oeren.
dat hinget ôf fan de kontekst	Dat hinget ôf fan de kontekst.
de fertochte is ferheard en wêr op frije fuotten steld	De fertochte is ferheard en wer op frije fuotten steld.
net elk dyt it dik oft de tin is ûntwikkelt in minder waarichheidsgefoel	Net elk dy't te dik of te tin is, ûntwikkelet in minderweardichheidsgefoel.
hy is tige tefreden oert syn nije oanwinst	Hy is tige tefreden oer syn nije oanwinst.
blêdzje troch map	Blêdzje troch map.
elke fiskalist sil yn syn karearre ferskate kearen te meitsjen krije mei etyske fraachstikken	Elke fiskalist sil yn syn karriêre ferskate kearen te meitsjen krije mei etyske fraachstikken.
yn de rein stiet in man it wie te hier op e foarholle plakt	Yn 'e rein stiet in man, it wiete hier op 'e foarholle plakt.
hy rint deromhinne as in kot om de hitebrij	Hy rint deromhinne rinne as de kat om de hjitte brij.
sy fervert de lippen read en se sjocht de moaier út as oars	Sy fervet de lippen read en se sjocht der moaier út as oars.
efter yn e hûs hear ik him op syn dwersfluit spyljen	Efter yn 'e hús hear ik him op syn dwersfluit spyljen.
de fiif bindelieders rûn tsjin de lampe oan	De fiif bindelieders rûnen tsjin 'e lampe oan.
hy rint op te skonten om yn de knoop sitte	Hy rint oft de skonken him yn 'e knoop sitte.
syn libben hinget oan en sieden tried	Syn libben hinget oan in siden tried.
hja hiel hiel faak bearen sjoen maar oant dan ta nea in grizzely	Hja hie al hiel faak bearen sjoen, mar oant dan ta nea in grizzly.
de iene kear woskest te fuotten wol en de oare kear net	De iene kear waskest de fuotten wol en de oare kear net.
ik bin berne yn it hielo yn it einleaze fan tiid en romte	Ik bin berne yn it Hielal, yn it einleaze fan tiid en rûmte.
blêdzje troch dim ap	Blêdzje troch map.
allegearre lytse dinkjens kinne de útslach fan in ferkiezings bepale	Allegearre lytse dinkjes kinne de útslach fan de ferkiezings bepale.
dêrt it hert fan fole is dêr rint de mûle fan oer	Dêr't it hert fol fan is, dêr rint de mûle fan oer.
de wurknimmer krige parpensjonearring yn foarôf ôfprate bedrach	De wurknimmer kriget by pensjonearring in foarôf ôfpraat bedrach.
twa frijers freegje oan de hânen fan de leaflike abigeel	Twa frijers freegje om de hân fan de leaflike Abigail.
neffens him is nederlân te lyts foar dit soartigen inisjativen	Neffens him is Nederlân te lyts foar dit soarte fan inisjativen.
de striid rint hieltyd mear út e hân	De striid rint hieltyd mear út de hân.
dy plannen rûnen speak troch polityke en technyske swierrichheden	Dy plannen rûnen speak troch politike en technyske swierrichheden.
der foelen seis slachtoffers	Der foelen seis slachtoffers.
it hert draaide my om yn it liif	It hart draaide my om yn it liif.
de direkteur wol troch fjochtsje foar in werstak fan it fabryk	De direkteur wol trochfjochtsje foar in werstart fan it fabryk.
sjaak seit har ta dat der in stryk foardwaan sil	Sjaak seit har ta dat er in strik foar dwaan sil.
hja fielt dat hja roppen is ta de letteren en begjint te skriuwen	Hja fielt dat hja roppen is ta de letteren en begjint te skriuwen.
ik bin no mei folslein oare dingen dwaande	Ik bin no mei folslein oare dingen dwaande.
alle freonen oantwat ik in útnûgingstjoerd haw binne op it feest kommen	Alle freonen oan wa't ik in útnûging stjoerd haw, binne op it feest kommen.
de grûn is al fjouwer generaasjes yn hannen fan de famylje	De grûn is al fjouwer generaasjes yn hannen fan de famylje.
hja hat de hiele wike al gjin koarts mear hân	Hja hat de hiele wike al gjin koarts mear hân.
hoe let giet de trein nei stits	Hoe let giet de trein nei Snits?
hy hat alle tongersdeitenachten in eigen programma op e radio	Hy hat alle tongersdeitenachten in eigen programma op 'e radio.
de moarnssesje begjint om healwei alven	De moarnssesje begjint om healwei alven.
kinne wy hjir oant tiisdei bliuwe	Kinne wy hjir oant tiisdei bliuwe?
sy litte de bern foar wyld omrinne	Sy litte de bern foar wyld omrinne.
it sjocht der in bytsje stil út	It sjocht der in bytsje stil út.
skriuw de earste fiif wurden	Skriuw de earste fiif wurden.
wêr is de trep	Wêr is de trep?
der binne oer de hiele wrâld mar inkelde tsientallen stikken rukearamyk bekend	Der binne oer de hiele wrâld mar inkelde tsientallen stikken Ru-keramyk bekend.
begjin dizze moanne waard bekend hoe bysûnder as it grien reade skaaltsje eins is	Begjin dizze moanne waard bekend hoe bysûnder as it grien-reade skaaltsje eins is.
hoe seage it de hjir doel út	Hoe seach it der hjir doe út?
men soe hjir in krûptsje fan skypje	Men soe hjir in krupsje fan skypje.
hy jo in twapersoans keamerfrij foar oare wike tongersdei en freed	Ha jo in twapersoans keamer frij foar oare wike tongersdei en freed?
pier hat sein dat er de moarn wêze sil	Pier hat sein dat er der moarn wêze sil.
in loads fan it bedriuw gie âldte jiers jûn yn flammen op	In loads fan it bedriuw gie âldjiersjûn yn flammen op.
wat kostet in keamer mei balkon	Wat kostet in keamer mei balkon?
wy binne hast klear noch in lyts rukje	Wy binne hast klear, noch in lyts rukje.
der binne fjouwer ferieningen yn fryslân	Der binne fjouwer ferieningen yn Fryslân.
by dat minne waard holden de âlde ljue de bern thús	By dat minne waar holden de âldelju de bern thús.
syn passy foar hûnesport makke dat er in kompleet djipfriesmiel foar hûnnen ûntwikkele	Syn passy foar hûnesport makke dat er in kompleet djipfriesmiel foar hûnen ûntwikkele.
gean nei skiednis	Gean nei skiednis.
it boek tilt op fan opfierdkunde en deugdsummens	It boek tilt op fan opfiedkunde en deugdsumens.
us systeem fan regels en sanksjes is trochsichtich foar ús lierlingen	Us systeem fan regels en sanksjes is trochsichtich foar ús learlingen.
de brânwacht kaam ein meardere wein nei de brân ta mar it foel ta	De brânwacht kaam mei meardere weinen nei de brân ta, mar it foel ta.
hja libbe yn in oare wrâld regearre troch earchtinken ingst en haat	Hja libbe yn in oare wrâld, regearre troch erchtinken, eangst en haat.
bergolas binne in idiaal hâld fêst foar klim planten	Pergola's binne in ideaal hâldfêst foar klimplanten.
dat is wol sa moai dat sjogge je nea moaier	Dat is wol sa moai, dat sjogge je nea moaier!
de organisaasje slúte kommende ieren in tal lokaasjes fanwegen besunigings	De organisaasje slút de kommende jierren in tal lokaasjes fanwegen besunigings.
doet se op de sneintejûn op bêd gienen fielde koosun wat griperich	Doe't se op dy sneintejûn op bêd giene, fielde Koos him wat griperich.
feroarie we jimme my mar mar ik ferflok jimmei allegearre	Feroardielje jimme my mar, mar ik ferflok jimme allegearre.
ynien knetteret der in berjocht út de lûedsprekker fan de mobilo foan	Ynienen knetteret der in berjocht út de lûdsprekker fan de mobilofoan.
der leit noch in kaai yn it laad	Der leit noch in kaai yn it laad.
fiif jier lang ha ik mysels yn libben hâlden mei in baantsje as nachtportier f	Fiif jier lang ha ik mysels yn libben holden mei in baantsje as nachtportier.
hy skuotholle by it hearren fan al dy ûnsjin	Hy skodholle by it hearren fan al dy ûnsin.
de rjochtbank besocht ûnder oare oft er foar it sikehús oer trochstarting sit	De rjochtbank besjocht ûnder oare oft der foar it sikehûs in trochstart yn sit.
ofrûne saldesdeitemoarn waard op fylon in oerelang trochinoar wynkrêft njoggen mjetten	Ofrûne saterdeitemoarn waard op Flylân in oere lang trochinoar wynkrêft njoggen metten.
dat is fan minder belang	Dat is fan minder belang.
wy geane de goede kant op mar ferskate saken kin der noch better	Wy geane de goede kant op, mar ferskate saken kinne noch better.
hoe fûlle wetter kin it gers op de dyk oan	Hoefolle wetter kin it gers op de dyk oan?
de fjilden lizze oan de kymta ûnder de snien	De fjilden lizze oan 'e kym ta ûnder de snie.
ik begjin hjir buodden te sjitten	Ik begjin hjir woartel te sjitten.
hja koe harsels goed ferkeapje	Hja koe harsels goed ferkeapje.
dy felle kleuren doegge je sear oan e eagen	Dy felle kleuren dogge jin sear oan 'e eagen.
	Ik wol tsien jier hurd wurkje en jild fertsjinje en dan op wrâldreis gean.
gjin inkelde foarm fan famkesbesnijings wurdt yn nederlân tastean	Gjin inkelde foarm fan famkesbesnijenis wurdt yn Nederlân tastien.
geart has in protte freonen	Geart hat in protte freonen.
fan moarn hawwe wy ús opjûnen om te hierstriden op it strân	Foar moarn hawwe wy ús opjûn om te hynsteriden op it strân.
sylvia ward de sneintenachts mei hertklachten opnommen yn it sikehús i	Sylvia waard de sneintenachts mei hertklachten opnommen yn it sikehús.
ik kuierje in protte en rûn út en troch oan by syn mem	Ik kuiere in protte en rûn út en troch oan by syn mem.
it frysk moat fansels wol baboarge wurde	It Frysk moat fansels wol waarboarge wurde.
dit suksesfolle pear dûnse it hiele westrydsjiuzoen in soad prizen byinoar	Dit suksesfolle pear dûnse it hiele wedstriidseizoen in soad prizen byinoar.
hja lei yn it geas in stoar yn de blauwe kom fan de himel	Hja lei yn it gers en stoarre yn de blauwe kom fan de himel.
hy rûn ek net hurder	Hy rûn ek net hurder.
bring my yn it ûnthâld dat it ûntwerp om twa oere klear wêze moat	Bring my yn it ûnthâld dat it ûntwerp om twa oere klear wêze moat.
ik hâld fan dy	Ik hâld fan dy.
wyt ljocht bestiet út kleuren dyt foar ús net te sjen binne	Wyt ljocht bestiet út kleuren dy't foar ús net te sjen binne.
by inoarde fan mear as fyftich oarder betelje jo gjin ferstjoerskosten	By in oarder fan mear as fyftich euro betelje jo gjin ferstjoerskosten.
de bestjoerde kaam mei de skrikfrij	De bestjoerder kaam mei de skrik frij.
ie buorman as in fiere freon	Better in goede buorman as in fiere freon.
gean san tjin marmen	Gean santjin nei ûnderen ta.
yn e nacht fan woansdei op tongersdei binne de earbeks stellen út fyftich autos	Yn de nacht fan woansdei op tongersdei binne de airbags stellen út fyftich auto's.
hy is nei it sikehús brocht mar hy is bûten libbensgefaar	Hy is nei it sikehûs brocht mar hy is bûten libbensgefaar.
